código,municipio,departamento,mesas,total_mesas,votantes,total_votantes,votos_por_candidato,votos_en_blanco,votos_nulos,votos_no_marcados,iván duque,gustavo petro,dane
23139,Tumaco,Nariño,359,438,42717,124028,41083,828,675,131,22548,18535,52835
23142,Tuquerres,Nariño,96,100,18091,34523,17359,382,294,56,4222,13137,52838
23145,Yacuanquer,Nariño,25,25,4908,8329,4682,135,74,17,1545,3137,52885
25004,Abrego,Norte De San,70,70,12406,22012,12012,294,84,16,10551,1461,54003
25007,Arboledas,Norte De San,22,22,4349,6945,4181,110,41,17,3795,386,54051
25010,Bochalema,Norte De San,19,19,4156,6419,4002,119,27,8,3561,441,54099
25013,Bucarasica,Norte De San,13,13,2200,4112,2130,47,15,8,1983,147,54109
25019,Cachira,Norte De San,25,25,4069,6987,3988,58,22,1,3719,269,54128
25016,Cacota,Norte De San,7,7,1468,2215,1409,45,12,2,1299,110,54125
25028,Chinacota,Norte De San,34,34,8174,12505,7719,359,85,11,6522,1197,54172
25031,Chitaga,Norte De San,25,25,5020,7993,4854,111,44,11,4433,421,54174
25022,Convencion,Norte De San,48,48,5286,15325,4993,179,87,27,2943,2050,54206
25001,Cucuta,Norte De San,1443,1447,315477,552597,296586,15178,3191,522,249526,47060,54001
25025,Cucutilla,Norte De San,18,18,3985,6215,3830,91,46,18,3464,366,54223
25034,Durania,Norte De San,14,14,2526,4397,2406,75,42,3,2133,273,54239
25037,El Carmen,Norte De San,36,37,4190,9791,4003,131,50,6,3069,934,54245
25036,El Tarra,Norte De San,30,35,4302,12101,4143,102,49,8,572,3571,54250
25038,El Zulia,Norte De San,57,57,11470,20925,10986,336,127,21,9527,1459,54261
25040,Gramalote,Norte De San,14,14,3244,5046,3142,70,25,7,2874,268,54313
25043,Hacari,Norte De San,23,23,2867,7005,2769,58,30,10,586,2183,54344
25046,Herran,Norte De San,11,11,1962,3871,1917,32,8,5,1796,121,54347
25051,La Esperanza,Norte De San,28,29,4637,8797,4474,105,47,11,3614,860,54385
25052,La Playa,Norte De San,20,20,2825,6696,2732,52,39,2,2058,674,54398
25049,Labateca,Norte De San,15,15,2658,5032,2547,79,24,8,2275,272,54377
25054,Los Patios,Norte De San,204,206,39400,80432,37395,1546,436,23,31224,6171,54405
25055,Lourdes,Norte De San,9,9,2140,3253,2083,39,15,3,2021,62,54418
25058,Mutiscua,Norte De San,8,8,1796,2696,1744,38,9,5,1656,88,54480
25061,Ocaña,Norte De San,200,202,43926,79284,41883,1530,478,35,30857,11026,54498
25064,Pamplona,Norte De San,108,109,27705,45883,25616,1534,523,32,17217,8399,54518
25067,Pamplonita,Norte De San,11,11,2782,3892,2662,75,35,10,2489,173,54520
25069,Puerto Santander,Norte De San,39,39,5570,14624,5434,86,39,11,4907,527,54553
25070,Ragonvalia,Norte De San,21,21,3371,7514,3304,48,17,2,3098,206,54599
25073,Salazar,Norte De San,26,26,4851,8118,4672,111,58,10,4302,370,54660
25076,San Calixto,Norte De San,25,27,2976,7060,2728,43,35,170,194,2534,54670
25079,San Cayetano,Norte De San,24,24,3799,8291,3658,102,35,4,3225,433,54673
25082,Santiago,Norte De San,11,11,1923,3511,1850,58,11,4,1609,241,54680
25085,Sardinata,Norte De San,60,61,7940,17550,7544,260,109,27,6487,1057,54720
25088,Silos,Norte De San,13,13,2801,4074,2725,61,12,3,2618,107,54743
25091,Teorama,Norte De San,30,30,4184,9758,4022,107,36,19,843,3179,54800
25093,Tibu,Norte De San,98,100,15001,35411,14067,580,298,56,7717,6350,54810
25094,Toledo,Norte De San,37,37,6791,12050,6471,205,94,21,5787,684,54820
25097,Villa Caro,Norte De San,11,11,2218,3699,2167,36,12,3,2087,80,54871
25100,Villa Del Rosario,Norte De San,201,202,39873,81871,38368,1159,312,34,33998,4370,54874
64007,Colon,Putumayo,13,13,2547,4282,2456,70,14,7,1026,1430,86219
64001,Mocoa,Putumayo,95,101,19758,36706,18975,516,249,18,5854,13121,86001
64023,Orito,Putumayo,72,73,14062,26157,13709,205,130,18,1783,11926,86320
64002,Puerto Asis,Putumayo,123,124,20030,43672,18973,675,325,57,6183,12790,86568
64026,Puerto Caicedo,Putumayo,21,27,3514,9108,3370,73,63,8,449,2921,86569
64025,Puerto Guzman,Putumayo,33,35,4579,11029,4384,127,55,13,1714,2670,86571
64004,Puerto Leguizamo,Putumayo,42,42,5673,14418,5453,141,57,22,3259,2194,86573
64013,San Francisco,Putumayo,13,13,2711,4652,2584,96,27,4,1229,1355,86755
64018,San Miguel (la Dorada),Putumayo,23,33,3705,12018,3592,63,40,10,410,3182,86757
64016,Santiago,Putumayo,15,17,2537,5972,2454,45,33,5,913,1541,86760
64019,Sibundoy,Putumayo,27,28,6093,10478,5876,151,54,12,2082,3794,86749
64028,Valle Del Guamuez (la Hormiga),Putumayo,62,66,11289,23951,11020,174,84,11,1082,9938,86865
64030,Villagarzon,Putumayo,40,48,7897,17077,7393,269,212,23,2971,4422,86885
26001,Armenia,Quindio,669,669,141011,254451,128645,9352,2819,195,81919,46726,63001
26005,Buenavista,Quindio,8,8,1392,2795,1291,72,24,5,966,325,63111
26010,Calarca,Quindio,159,159,33659,59987,31049,1747,793,70,21710,9339,63130
26020,Circasia,Quindio,65,65,13471,22992,12502,651,288,30,8856,3646,63190
26025,Cordoba,Quindio,14,14,2653,5178,2447,122,80,4,1530,917,63212
26030,Filandia,Quindio,30,30,5836,10501,5404,292,128,12,4065,1339,63272
26040,Genova,Quindio,20,20,3871,7315,3644,138,78,11,2730,914,63302
26050,La Tebaida,Quindio,77,77,14991,28413,13659,752,534,46,8883,4776,63401
26060,Montenegro,Quindio,87,87,17349,33944,15808,914,571,56,11912,3896,63470
26070,Pijao,Quindio,19,19,3214,6052,3033,115,57,9,2324,709,63548
26080,Quimbaya,Quindio,77,77,15589,30348,14435,737,372,45,9711,4724,63594
26090,Salento,Quindio,18,18,3353,5883,3127,175,44,7,2367,760,63690
24008,Apia,Risaralda,30,30,5774,10397,5411,215,129,19,4426,985,66045
24013,Balboa,Risaralda,17,17,2807,5653,2591,125,72,19,2008,583,66075
24021,Belen De Umbria,Risaralda,59,59,11426,21454,10764,443,190,29,8873,1891,66088
24025,Dosquebradas,Risaralda,425,425,90338,160430,82575,5347,2117,299,52025,30550,66170
24029,Guatica,Risaralda,29,29,5746,10326,5433,216,79,18,4307,1126,66318
24038,La Celia,Risaralda,17,17,3550,6497,3335,118,83,14,2693,642,66383
24046,La Virginia,Risaralda,77,77,15814,31770,14468,876,431,39,10084,4384,66400
24054,Marsella,Risaralda,44,44,8226,15639,7673,350,158,45,5757,1916,66440
24062,Mistrato,Risaralda,31,31,5883,11324,5565,163,132,23,3134,2431,66456
24001,Pereira,Risaralda,1052,1052,221466,404790,203230,13196,4572,468,128396,74834,66001
24070,Pueblo Rico,Risaralda,28,28,4775,9619,4619,85,57,14,2067,2552,66572
24078,Quinchia,Risaralda,54,54,10944,20038,9858,503,444,139,6052,3806,66594
24086,Santa Rosa De Cabal,Risaralda,147,147,35908,61483,32951,2016,860,81,22814,10137,66682
24094,Santuario,Risaralda,36,36,5844,12124,5440,260,108,36,4631,809,66687
56004,Providencia,San Andres,11,11,1385,4146,1336,43,3,3,945,391,88564
56001,San Andres,San Andres,113,113,13916,44371,13249,571,79,17,8358,4891,88001
27004,Aguada,Santander,4,4,839,1520,808,23,6,2,675,133,68013
27007,Albania,Santander,12,12,1658,3314,1593,43,17,5,1177,416,68020
27010,Aratoca,Santander,18,18,3413,6604,3215,145,45,8,2307,908,68051
27013,Barbosa,Santander,67,67,13953,24767,13140,582,220,11,6822,6318,68077
27016,Barichara,Santander,18,18,4014,6530,3779,200,32,3,2867,912,68079
27019,Barrancabermeja,Santander,453,465,95843,168901,90907,3087,1751,98,32253,58654,68081
27022,Betulia,Santander,13,13,2373,4300,2239,95,36,3,1675,564,68092
27025,Bolivar,Santander,29,29,4229,8215,4027,115,72,15,2784,1243,68101
27001,Bucaramanga,Santander,1315,1327,292270,494283,272910,15587,3532,241,166283,106627,68001
27028,Cabrera,Santander,5,5,942,1660,916,22,2,2,819,97,68121
27031,California,Santander,5,5,1173,1688,1114,41,16,2,1000,114,68132
27034,Capitanejo,Santander,13,13,2514,4816,2413,64,33,4,2088,325,68147
27037,Carcasi,Santander,15,15,2070,3591,1959,60,42,9,1675,284,68152
27040,Cepita,Santander,10,10,1196,1843,1153,31,8,4,983,170,68160
27043,Cerrito,Santander,13,13,2872,4825,2689,125,51,7,2299,390,68162
27061,Charala,Santander,26,27,5128,9649,4856,192,70,10,3271,1585,68167
27064,Charta,Santander,11,12,2119,3378,2060,41,16,2,1858,202,68169
27067,Chima,Santander,7,7,1276,2424,1171,69,26,10,922,249,68176
27070,Chipata,Santander,12,12,1819,4399,1711,65,36,7,1072,639,68179
27045,Cimitarra,Santander,79,82,13371,28148,12384,478,315,194,8271,4113,68190
27046,Concepcion,Santander,17,17,2742,4911,2562,128,41,11,2040,522,68207
27049,Confines,Santander,7,7,1583,2494,1534,38,9,2,1329,205,68209
27052,Contratacion,Santander,9,9,1687,2875,1566,88,26,7,1207,359,68211
27055,Coromoro,Santander,13,13,2597,4158,2486,68,33,10,2078,408,68217
27058,Curiti,Santander,27,27,5583,8820,5288,214,67,14,3822,1466,68229
27071,El Carmen,Santander,34,34,6236,10891,5939,196,89,12,5331,608,68245
27073,El Guacamayo,Santander,5,5,887,1613,830,46,9,2,717,113,68245
27075,El Peñon,Santander,15,15,1802,3604,1707,58,32,5,1228,479,68250
27074,El Playon,Santander,37,39,6019,11707,5740,167,97,15,4809,931,68255
27076,Encino,Santander,7,7,1162,2131,1116,34,8,4,930,186,68264
27079,Enciso,Santander,14,14,1810,3210,1711,72,25,2,1394,317,68266
27080,Florian,Santander,17,17,2461,5330,2376,57,22,6,1474,902,68271
27082,Floridablanca,Santander,501,517,121582,191619,113768,6164,1567,83,71927,41841,68276
27085,Galan,Santander,12,12,1514,2498,1465,36,8,5,1278,187,68296
27088,Gambita,Santander,10,10,1832,3225,1760,47,14,11,1468,292,68298
27091,Giron,Santander,313,314,69573,114158,65070,3396,1042,65,41903,23167,68307
27094,Guaca,Santander,20,20,3119,5258,2985,86,41,7,2543,442,68318
27097,Guadalupe,Santander,13,14,2434,4235,2337,67,27,3,1991,346,68320
27100,Guapota,Santander,6,6,1136,1853,1076,36,22,2,924,152,68322
27103,Guavata,Santander,12,12,2210,4426,2108,63,34,5,1198,910,68324
27106,Guepsa,Santander,11,11,2152,4181,2022,91,31,8,1107,915,68327
27109,Hato,Santander,4,5,790,1817,721,35,30,4,449,272,68344
27112,Jesus Maria,Santander,10,10,1707,3386,1640,35,27,5,1001,639,68368
27115,Jordan,Santander,5,5,789,1203,771,13,4,1,702,69,68370
27119,La Belleza,Santander,16,16,3053,5501,2952,80,18,3,2465,487,68377
27118,La Paz,Santander,13,13,2041,4060,1907,95,26,13,1585,322,68397
27120,Landazuri,Santander,29,29,4676,9634,4370,171,117,18,3021,1349,68385
27121,Lebrija,Santander,87,88,19300,31131,18306,701,275,18,14683,3623,68406
27124,Los Santos,Santander,25,25,5617,8874,5230,256,109,22,4332,898,68418
27127,Macaravita,Santander,6,6,1146,2224,1110,26,8,2,980,130,68425
27130,Malaga,Santander,46,46,9371,15601,8770,429,159,13,6379,2391,68432
27133,Matanza,Santander,16,16,3054,4955,2938,76,34,6,2494,444,68444
27136,Mogotes,Santander,24,24,4232,7555,3932,183,102,15,3173,759,68464
27139,Molagavita,Santander,16,16,2143,3663,2054,65,21,3,1869,185,68468
27142,Ocamonte,Santander,10,10,2291,3826,2215,55,20,1,1890,325,68498
27145,Oiba,Santander,23,23,5130,8715,4857,194,70,9,3749,1108,68500
27148,Onzaga,Santander,13,13,1919,3662,1813,57,34,15,1535,278,68502
27151,Palmar,Santander,5,5,831,1440,799,19,13,0,551,248,68522
27154,Palmas Del Socorro,Santander,7,7,1464,2453,1410,40,12,2,1185,225,68524
27157,Paramo,Santander,10,10,2330,3351,2212,95,19,4,1848,364,68533
27160,Piedecuesta,Santander,293,299,68426,107636,64037,3107,1216,66,40950,23087,68547
27163,Pinchote,Santander,9,9,2129,3333,2015,101,13,0,1417,598,68549
27166,Puente Nacional,Santander,40,40,6800,12660,6502,200,89,9,3677,2825,68572
27167,Puerto Parra,Santander,17,17,3044,5738,2942,53,43,6,2047,895,68573
27169,Puerto Wilches,Santander,66,70,11589,23040,11118,285,172,14,5854,5264,68575
27172,Rionegro,Santander,70,70,12282,22282,11675,371,208,28,9291,2384,68615
27174,Sabana De Torres,Santander,58,58,11527,21386,10864,383,263,17,7300,3564,68655
27175,San Andres,Santander,26,26,3774,6790,3574,132,57,11,2833,741,68669
27178,San Benito,Santander,9,9,1401,3121,1345,42,12,2,1060,285,68673
27181,San Gil,Santander,116,117,24990,41245,23340,1280,352,18,13870,9470,68679
27184,San Joaquin,Santander,6,6,1218,2230,1157,36,18,7,981,176,68682
27187,San Jose De Miranda,Santander,14,14,2550,4083,2462,64,18,6,2151,311,68684
27190,San Miguel,Santander,10,10,1238,2171,1199,25,12,2,995,204,68686
27193,San Vicente De Chucuri,Santander,72,72,12783,24310,11928,477,200,178,8673,3255,68689
27195,Santa Barbara,Santander,7,7,1339,2061,1293,32,11,3,860,433,68705
27194,Santa Helena Del Opon,Santander,10,10,1586,3093,1470,86,26,4,1223,247,68720
27196,Simacota,Santander,18,18,3379,5972,3159,145,65,10,2222,937,68745
27199,Socorro,Santander,65,65,14498,23946,13674,628,185,11,9696,3978,68755
27202,Suaita,Santander,25,25,4261,8244,3955,187,107,12,2955,1000,68770
27205,Sucre,Santander,21,21,2874,5667,2747,87,32,8,2199,548,68773
27208,Surata,Santander,11,11,2014,3182,1931,58,21,4,1469,462,68780
27211,Tona,Santander,16,16,3079,5154,2917,115,45,2,2417,500,68820
27217,Valle De San Jose,Santander,14,14,3032,4746,2888,109,30,5,2111,777,68855
27220,Velez,Santander,46,46,8789,16125,8160,435,168,26,4643,3517,68861
27219,Vetas,Santander,4,4,1031,1443,996,23,12,0,927,69,68867
27221,Villanueva,Santander,17,17,3969,6446,3735,189,34,11,3033,702,68872
27223,Zapatoca,Santander,21,21,4321,7494,4129,158,31,3,3230,899,68895
28010,Buenavista,Sucre,26,26,4679,9865,4571,75,23,10,2229,2342,70110
28020,Caimito,Sucre,29,29,4894,9281,4827,36,18,13,1611,3216,70124
28045,Chalan,Sucre,13,13,2436,4554,2412,14,8,2,1485,927,70230
28030,Coloso (ricaurte),Sucre,21,21,4115,7249,4044,38,20,13,2203,1841,70204
28040,Corozal,Sucre,121,122,26546,46732,25961,412,156,17,11533,14428,70215
28041,Coveñas,Sucre,33,33,6178,11979,6040,76,53,9,3210,2830,70221
28042,El Roble,Sucre,27,27,4826,8219,4774,27,19,6,1807,2967,70233
28048,Galeras (nueva Granada),Sucre,46,46,8850,16567,8607,151,67,25,6164,2443,70235
28049,Guaranda,Sucre,40,40,6204,13259,6117,44,37,6,5026,1091,70265
28050,La Union,Sucre,28,28,5091,9643,4992,51,32,16,1789,3203,70400
28055,Los Palmitos,Sucre,52,52,10956,18250,10816,91,39,10,3591,7225,70418
28060,Majagual,Sucre,81,82,14015,26747,13802,142,56,15,10883,2919,70429
28080,Morroa,Sucre,40,40,7785,13401,7641,78,54,12,3344,4297,70473
28100,Ovejas,Sucre,61,61,11287,20740,11135,92,37,23,5040,6095,70508
28120,Palmito,Sucre,30,30,5773,10139,5688,41,28,16,2661,3027,70523
28160,Sampues,Sucre,97,97,18560,32143,18117,238,164,41,8556,9561,70670
28180,San Benito Abad,Sucre,59,59,9259,19064,9155,49,44,11,5192,3963,70678
28190,San Juan De Betulia (betulia),Sucre,34,34,6582,11514,6485,61,32,4,2758,3727,70702
28200,San Marcos,Sucre,124,124,20099,43806,19631,264,161,43,10781,8850,70708
28220,San Onofre,Sucre,125,126,17396,42349,17083,133,135,45,7753,9330,70713
28240,San Pedro,Sucre,44,44,8658,16387,8483,108,49,18,4209,4274,70717
28260,Since,Sucre,75,75,13618,26060,13244,236,119,19,6940,6304,70742
28001,Sincelejo,Sucre,519,519,108116,199012,105173,1980,869,94,45607,59566,70001
28280,Sucre,Sucre,70,70,9986,20711,9860,86,24,16,7201,2659,70771
28300,Tolu,Sucre,64,64,11206,23358,10968,131,93,14,4116,6852,70820
28320,Toluviejo,Sucre,56,56,10166,18838,9961,134,53,18,5266,4695,70823
29004,Alpujarra,Tolima,13,13,2154,3632,2096,33,21,4,1820,276,73024
29007,Alvarado,Tolima,26,26,3991,8492,3801,108,65,17,2509,1292,73026
29010,Ambalema,Tolima,21,21,3183,6792,2996,102,80,5,1751,1245,73030
29013,Anzoategui,Tolima,22,22,3880,7761,3762,76,30,12,3117,645,73043
29016,Armero (guayabal),Tolima,27,28,4705,10041,4507,104,88,6,2582,1925,73055
29019,Ataco,Tolima,46,49,7323,14776,7180,89,45,9,6301,879,73067
29022,Cajamarca,Tolima,43,44,8252,16346,7814,257,153,28,5636,2178,73124
29025,Carmen De Apicala,Tolima,23,23,5398,8825,5167,156,69,6,3954,1213,73148
29028,Casabianca,Tolima,15,15,2898,5181,2778,79,29,12,2348,430,73152
29040,Chaparral,Tolima,95,95,18142,38279,17327,506,273,36,13089,4238,73168
29031,Coello,Tolima,24,24,4003,8063,3759,173,58,13,2106,1653,73200
29034,Coyaima,Tolima,37,47,6167,17035,5986,66,75,40,3276,2710,73217
29037,Cunday,Tolima,23,23,3896,7005,3819,39,28,10,3180,639,73226
29043,Dolores,Tolima,22,22,3667,6748,3571,74,18,4,2933,638,73236
29046,Espinal,Tolima,110,156,23191,59094,21841,876,442,32,15156,6685,73268
29049,Falan,Tolima,16,16,3030,5828,2889,79,46,16,1922,967,73270
29052,Flandes,Tolima,38,47,7920,17696,7495,220,189,16,5250,2245,73275
29055,Fresno,Tolima,72,73,13081,26227,12368,445,232,36,10111,2257,73283
29058,Guamo,Tolima,71,73,13185,25524,12647,307,207,24,9932,2715,73319
29061,Herveo,Tolima,19,19,2960,5801,2811,82,57,10,2346,465,73347
29064,Honda,Tolima,53,54,11160,22774,10388,466,288,18,6479,3909,73349
29001,Ibague,Tolima,1047,1056,246211,405893,229412,12238,4357,204,146297,83115,73001
29067,Icononzo,Tolima,25,25,4508,8747,4324,116,57,11,2500,1824,73352
29070,Lerida,Tolima,38,43,6779,15216,6464,186,118,11,3708,2756,73408
29073,Libano,Tolima,79,81,16017,32618,15235,459,288,35,9235,6000,73411
29076,Mariquita,Tolima,79,79,15060,28983,13923,703,392,42,9257,4666,73443
29079,Melgar,Tolima,77,77,16307,28370,15501,545,250,11,12347,3154,73449
29080,Murillo,Tolima,11,11,1771,3736,1679,47,41,4,1258,421,73461
29082,Natagaima,Tolima,42,42,7184,15170,6898,189,81,16,3768,3130,73483
29085,Ortega,Tolima,68,70,11737,23436,11317,191,174,55,7852,3465,73504
29087,Palocabildo,Tolima,19,20,3730,7632,3579,100,41,10,2720,859,73520
29088,Piedras,Tolima,17,17,2981,5783,2786,110,74,11,1449,1337,73547
29089,Planadas,Tolima,55,56,9265,20156,8766,274,199,26,6510,2256,73555
29091,Prado,Tolima,24,24,4196,7870,4075,82,33,6,3180,895,73563
29094,Purificacion,Tolima,54,57,10037,20169,9549,279,187,22,5306,4243,73585
29097,Rioblanco,Tolima,41,46,6185,15831,5955,132,80,18,4961,994,73616
29100,Roncesvalles,Tolima,12,12,2047,4241,1941,73,27,6,1602,339,73622
29103,Rovira,Tolima,60,60,9183,19484,8825,210,129,19,7406,1419,73624
29105,Saldaña,Tolima,34,34,6468,12628,6129,198,129,12,4337,1792,73671
29106,San Antonio,Tolima,28,28,5502,10091,5353,98,46,5,4726,627,73675
29109,San Luis,Tolima,33,33,6646,11257,6416,127,87,16,5262,1154,73678
29112,Santa Isabel,Tolima,19,19,2867,5851,2788,47,27,5,2376,412,73686
29115,Suarez,Tolima,12,13,2187,4475,2114,36,32,5,1691,423,73770
29118,Valle De San Juan,Tolima,15,15,2808,4898,2730,52,19,7,2398,332,73854
29121,Venadillo,Tolima,34,34,6075,11811,5828,141,96,10,3947,1881,73861
29124,Villahermosa,Tolima,24,24,3628,6987,3520,67,33,8,2989,531,73870
29127,Villarrica,Tolima,16,16,2584,5043,2524,41,10,9,2121,403,73873
31004,Alcala,Valle,32,32,5317,11534,4984,189,128,16,3430,1554,76020
31007,Andalucia,Valle,54,54,9556,19464,8956,377,195,28,4061,4895,76036
31010,Ansermanuevo,Valle,61,61,8293,19173,7860,251,127,55,6521,1339,76041
31013,Argelia,Valle,19,20,2609,6269,2492,85,27,5,2103,389,76054
31016,Bolivar,Valle,43,43,6876,13339,6562,196,105,13,4876,1686,76100
31019,Buenaventura,Valle,595,602,88315,222511,84477,1733,1866,239,22979,61498,76109
31022,Buga,Valle,276,276,55963,102243,51723,2874,1292,74,22870,28853,76111
31025,Bugalagrande,Valle,61,61,10250,19444,9724,284,228,14,3812,5912,76113
31028,Caicedonia,Valle,80,80,13808,27749,12985,507,282,34,9735,3250,76122
31001,Cali,Valle,4242,4286,844359,1679894,790762,41348,11389,860,349166,441596,76001
31040,Calima (darien),Valle,48,48,6686,14169,6249,266,154,17,3610,2639,76126
31031,Candelaria,Valle,186,186,35946,71375,33389,1493,993,71,11036,22353,76130
31034,Cartago,Valle,300,301,55744,113031,51517,2887,1078,262,34361,17156,76147
31037,Dagua,Valle,107,107,16372,35492,15529,517,279,47,10429,5100,76233
31043,El Aguila,Valle,32,32,4039,7872,3824,118,82,15,3278,546,76243
31046,El Cairo,Valle,22,22,2974,6654,2789,77,24,84,2325,464,76246
31049,El Cerrito,Valle,139,139,27049,52880,25427,1013,568,41,8416,17011,76248
31052,El Dovio,Valle,34,34,4765,9809,4532,145,74,14,3313,1219,76250
31055,Florida,Valle,137,137,26039,50826,24589,879,525,46,7199,17390,76275
31058,Ginebra,Valle,49,49,9361,16984,8754,379,207,21,4728,4026,76306
31061,Guacari,Valle,79,79,14931,27979,14116,451,337,27,5194,8922,76318
31064,Jamundi,Valle,263,272,49482,103414,46300,2224,893,65,18884,27416,76364
31067,La Cumbre,Valle,38,38,6296,13134,5967,218,102,9,3711,2256,76377
31070,La Union,Valle,75,77,14943,26664,13921,694,311,17,10957,2964,76400
31073,La Victoria,Valle,34,34,5952,11645,5621,219,103,9,4276,1345,76403
31076,Obando,Valle,33,33,5313,11027,4996,167,131,19,2753,2243,76497
31079,Palmira,Valle,712,720,133471,265630,123923,6762,2586,200,50507,73416,76520
31082,Pradera,Valle,114,117,19970,40248,18701,750,484,35,6603,12098,76563
31085,Restrepo,Valle,49,49,6562,15335,6116,273,156,17,4065,2051,76606
31088,Riofrio,Valle,45,45,7740,15730,7219,305,195,21,4673,2546,76616
31091,Roldanillo,Valle,92,92,16165,28848,15110,732,298,25,10046,5064,76622
31094,San Pedro,Valle,47,47,7288,14788,6777,318,184,9,3625,3152,76670
31097,Sevilla,Valle,103,104,17500,37297,16195,805,431,69,10676,5519,76736
31100,Toro,Valle,40,40,5930,12674,5646,174,96,14,4479,1167,76823
31103,Trujillo,Valle,49,49,8076,15806,7669,257,129,21,5760,1909,76828
31106,Tulua,Valle,420,428,83751,161358,77477,4251,1899,124,42592,34885,76834
31109,Ulloa,Valle,14,16,1731,4612,1626,62,40,3,1107,519,76845
31112,Versalles,Valle,31,31,3787,7895,3617,107,58,5,2985,632,76863
31115,Vijes,Valle,32,32,5348,10596,5120,122,97,9,2773,2347,76869
31118,Yotoco,Valle,45,45,6830,14544,6323,317,171,19,3214,3109,76890
31121,Yumbo,Valle,260,266,50086,99517,47259,1819,943,65,15440,31819,76892
31124,Zarzal,Valle,103,103,19136,37163,17993,676,428,39,6709,11284,76895
68013,Buenos Aires (pacoa),Vaupes,4,4,167,1129,165,1,1,0,73,92,97511
68004,Caruru,Vaupes,5,5,670,1674,658,6,6,0,252,406,97161
68001,Mitu,Vaupes,43,47,6184,16148,6012,118,45,9,2277,3735,97001
68010,Morichal (papunagua),Vaupes,1,1,28,103,28,0,0,0,8,20,97777
68017,Taraira,Vaupes,5,5,356,1466,352,4,0,0,155,197,97666
68022,Yavarate,Vaupes,4,4,314,1017,307,5,2,0,161,146,97889
72006,Cumaribo,Vichada,56,58,4545,19585,4390,95,49,11,1413,2977,99773
72008,La Primavera,Vichada,23,23,3329,7116,3229,79,16,5,2768,461,99524
72001,Puerto Carreño,Vichada,53,53,6604,18553,6301,217,73,13,4721,1580,99001
72002,Santa Rosalia,Vichada,10,10,1462,3197,1426,33,3,0,1216,210,99624
